idno,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
55064,2,4,2,2,2,3,3,2,2,2,1,1,2,2,4,2,3,1,2,2,3
55093,1,3,1,2,2,1,4,1,4,1,1,2,1,2,2,4,3,1,2,3,1
55120,2,4,2,4,2,4,2,2,4,3,2,2,3,2,4,3,2,2,2,2,4
55127,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1
55129,4,4,2,3,1,4,2,1,1,4,3,2,4,1,6,2,2,1,1,1,5
55158,1,77,1,1,1,2,1,1,1,3,1,1,1,1,6,1,1,1,1,6,1
55187,2,6,2,1,2,2,4,2,3,4,1,3,2,4,4,3,2,1,1,4,4
55196,3,3,1,3,2,3,3,2,4,2,2,2,2,2,4,1,3,2,2,2,2
55197,1,3,1,1,1,3,1,1,2,2,1,1,1,1,3,1,1,1,1,1,2
55206,1,5,2,6,1,1,6,3,3,1,1,2,6,88,6,6,6,1,1,6,1
55208,4,3,2,4,1,5,2,2,1,4,4,3,4,1,5,2,2,1,1,1,4
55232,4,3,1,3,3,1,2,2,4,1,1,2,2,1,3,3,3,1,1,4,1
55248,2,6,3,3,2,6,5,2,2,3,3,3,6,2,5,2,2,2,2,3,5
55261,3,6,2,4,2,5,4,2,3,5,1,3,5,2,6,2,2,1,2,4,2
55270,2,4,1,2,1,1,4,1,2,1,1,1,2,2,4,1,1,1,2,1,2
55271,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
55274,2,2,2,2,3,2,4,3,4,2,2,3,2,1,3,4,2,1,2,4,2
55301,3,3,1,2,1,2,4,2,3,2,2,2,2,2,3,2,2,2,1,4,2
55320,2,3,2,2,2,3,3,2,3,2,1,1,3,2,3,3,3,1,2,3,1
55343,4,4,3,3,3,5,3,3,5,2,2,3,2,2,5,3,2,2,2,5,2
55366,2,3,4,1,2,3,2,1,3,4,2,4,3,2,3,3,1,4,2,3,6
55370,3,6,2,3,1,4,3,2,2,4,2,1,5,3,5,1,3,1,1,2,4
55387,2,4,2,1,2,2,3,1,2,3,1,2,2,1,2,1,1,2,3,2,3
55421,2,3,2,3,3,3,3,2,3,4,2,2,3,3,4,2,3,2,3,2,4
55451,3,4,2,3,1,5,5,2,3,3,3,3,2,3,6,2,5,1,3,3,4
55457,4,4,2,3,1,5,2,3,3,4,2,3,3,1,6,1,1,1,1,2,5
55471,2,4,5,5,2,5,5,5,5,5,2,2,5,2,5,2,2,5,5,2,5
55483,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,6,3
55504,2,6,2,1,1,4,2,1,1,4,2,1,2,1,5,1,1,1,1,1,2
55527,1,3,1,1,1,3,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1
55547,1,4,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2
55548,2,6,1,2,1,1,2,1,1,2,1,1,1,3,1,1,2,1,1,1,1
55551,2,3,1,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,2
55553,2,3,2,3,2,4,2,2,3,2,3,2,2,2,4,2,2,2,2,2,2
55555,3,6,1,3,2,4,3,2,2,4,1,1,2,2,5,2,2,2,2,4,4
55585,4,4,2,3,1,4,2,2,3,3,3,2,3,2,3,2,2,2,3,3,3
55600,3,4,2,4,1,5,4,2,5,2,2,2,4,2,5,3,3,1,2,2,3
55626,1,3,1,1,1,3,2,1,2,3,2,3,2,1,4,2,2,1,2,1,3
55650,1,3,1,5,1,4,1,2,2,2,2,4,3,2,6,3,4,1,2,4,6
55716,4,4,4,3,3,4,3,3,3,3,2,4,4,3,3,5,4,3,4,1,1
55726,5,6,2,4,1,6,3,3,1,3,2,3,5,1,6,1,2,2,1,1,3
55741,2,3,3,4,2,2,4,2,6,2,2,4,4,2,3,3,2,2,2,4,2
55758,1,4,1,4,1,3,2,2,1,3,1,1,4,1,5,2,3,1,1,3,3
55813,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,3,2,1,2,3,2
55816,4,3,2,1,2,3,1,2,4,2,2,3,2,2,4,1,1,3,2,1,2
55858,1,4,1,2,1,3,3,1,3,2,2,1,2,1,3,1,1,1,1,2,1
55919,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
55939,4,6,3,1,1,3,1,1,1,6,1,1,1,1,5,1,1,1,1,3,1
55952,2,4,1,1,1,3,1,1,3,3,1,1,3,1,4,1,1,1,1,1,3
55963,1,2,5,3,1,5,3,3,3,2,1,1,3,2,5,3,4,2,2,2,2
55974,1,5,1,1,2,3,3,1,3,2,2,1,2,1,3,2,2,1,1,1,3
56061,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3
56076,3,4,2,4,2,3,3,2,3,2,2,3,3,2,4,1,1,1,1,3,2
56094,4,4,1,4,1,4,1,4,1,4,1,1,4,1,4,1,1,1,1,1,4
56109,1,2,1,1,2,2,2,2,2,1,1,1,2,3,3,1,2,1,1,1,2
56116,2,2,2,1,1,2,3,2,1,1,1,3,4,1,5,1,1,1,2,1,3
56127,1,2,2,2,1,1,1,3,6,1,1,4,1,1,3,3,2,1,1,5,1
56131,2,4,1,2,2,3,3,1,2,1,3,1,3,2,3,3,3,1,3,4,2
56133,2,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2
56138,2,4,3,1,2,4,3,3,2,5,3,3,4,2,3,1,2,5,4,2,2
56141,2,2,2,2,1,1,2,1,2,2,1,1,3,1,2,1,2,2,1,1,2
56159,2,4,3,1,4,2,3,5,2,2,1,2,5,4,3,1,2,2,3,2,1
56160,2,4,1,3,1,4,1,2,3,3,1,1,5,1,5,3,2,1,1,1,3
56183,4,4,3,1,1,4,4,2,2,4,3,1,4,2,5,1,3,1,3,2,3
56190,2,4,1,3,2,4,2,1,3,3,3,1,3,1,5,3,3,1,1,3,3
56209,2,4,2,3,1,3,3,2,3,3,1,1,4,2,5,2,2,1,1,2,2
56218,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4
56237,4,5,3,3,2,5,3,2,4,5,2,2,5,2,4,2,1,1,1,1,4
56273,6,6,1,6,5,3,6,3,2,1,1,1,5,5,3,6,4,1,2,6,1
56289,4,2,1,1,1,4,1,2,5,1,1,2,1,1,4,2,1,1,2,1,2
56315,4,4,1,5,1,5,4,3,5,1,1,2,4,2,5,4,2,1,1,3,1
56321,3,3,3,3,1,3,1,1,4,2,2,2,2,2,6,4,4,1,1,3,3
56326,4,3,2,3,2,3,3,3,3,3,2,3,3,1,3,3,3,2,2,3,3
56343,3,5,5,2,1,1,2,2,2,2,2,1,3,1,6,1,4,1,1,2,2
56379,3,4,2,2,2,4,3,1,4,2,1,2,3,1,4,2,2,1,2,4,3
56388,3,5,1,4,3,3,5,2,2,3,1,2,3,3,4,3,4,1,1,2,2
56396,1,2,3,2,4,1,2,4,4,3,3,1,2,1,2,3,3,2,4,3,4
56459,2,4,1,2,1,4,2,1,2,1,1,1,2,1,4,2,2,1,1,1,2
56480,4,5,2,2,1,6,2,1,2,4,1,1,6,1,6,1,1,1,2,1,1
56481,2,4,2,1,2,3,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2
56496,3,3,1,1,1,4,2,3,3,3,1,3,2,2,4,4,3,3,3,5,3
56505,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4
56533,3,4,1,2,1,3,2,2,2,2,1,1,3,1,4,1,1,1,1,2,1
56559,2,4,2,2,2,4,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
56567,2,3,2,2,2,1,3,2,3,2,1,1,3,3,4,4,3,1,1,3,3
56583,2,4,2,3,2,4,3,2,2,3,2,2,3,3,4,2,3,2,3,2,4
56584,5,3,2,4,2,5,2,3,3,4,2,3,4,2,5,2,2,2,2,3,4
56615,2,4,1,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,2,2,2
56618,3,4,1,2,2,3,4,3,3,2,1,1,2,1,4,2,4,1,2,3,3
56637,4,5,1,4,1,3,5,1,3,4,1,3,4,1,4,4,3,2,4,3,3
56665,5,5,2,3,1,4,1,3,5,3,3,1,3,1,5,2,4,2,2,2,3
56667,3,3,2,4,1,3,2,3,2,2,2,2,3,1,4,2,2,2,2,4,2
56678,6,6,1,1,1,3,1,4,1,6,1,1,1,4,4,1,1,1,1,6,1
56693,2,5,1,4,3,5,3,3,4,4,2,1,5,2,5,2,6,1,5,5,5
56730,5,5,2,3,2,3,2,3,2,3,3,2,4,2,4,2,2,2,2,2,3
56746,3,4,2,4,4,4,2,2,2,2,2,2,4,1,3,2,5,1,3,2,2
56769,2,3,3,2,2,3,3,3,3,2,2,2,2,2,4,3,3,2,3,3,3
56774,3,6,3,1,1,4,1,1,1,2,2,1,4,2,4,1,1,1,1,2,1
56796,3,4,1,4,1,4,4,2,2,4,2,2,5,2,5,2,3,2,4,2,3
56805,3,3,4,2,1,5,1,4,3,2,2,4,2,1,5,1,1,2,2,2,5
56846,2,5,1,4,1,4,4,2,2,2,1,2,5,2,6,3,4,2,2,3,3
56849,2,3,3,3,4,3,3,2,3,3,3,3,3,3,4,3,3,2,2,3,3
56854,2,4,1,2,1,3,1,2,3,3,3,3,2,1,4,1,1,1,1,3,3
56857,4,4,2,2,2,3,3,3,2,3,3,3,3,1,3,2,2,2,2,3,3
56866,1,1,1,1,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1
56870,3,88,88,88,88,3,88,3,3,88,1,2,88,88,4,88,88,1,2,4,2
56882,2,6,2,2,3,2,3,5,3,3,2,2,4,4,3,3,5,1,2,3,3
56921,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
56928,1,3,3,1,3,1,5,2,5,2,2,4,2,4,2,4,2,3,3,5,2
56929,1,4,1,3,1,2,2,2,5,1,1,2,1,3,5,2,4,1,1,2,5
56930,2,4,2,3,2,4,4,2,4,3,2,2,4,3,4,3,4,1,2,3,2
56942,3,3,2,2,1,2,2,2,3,3,3,3,2,1,4,2,2,1,1,2,3
56949,2,4,2,2,1,4,4,1,3,3,1,2,4,2,2,2,2,1,1,3,3
56950,2,5,1,4,1,5,1,3,2,2,1,1,4,1,6,1,1,1,1,1,5
56977,1,6,1,2,2,2,2,2,2,2,1,2,3,1,3,1,2,2,1,2,2
56984,1,6,1,4,1,3,4,1,4,1,1,2,3,4,4,6,3,1,2,6,1
56993,2,3,3,3,3,2,3,2,4,3,2,3,3,4,2,3,3,3,3,3,2
56999,1,4,2,3,4,1,4,4,4,1,1,2,4,6,1,4,4,1,2,1,1
57012,2,4,1,1,2,4,5,1,4,4,1,3,3,4,4,2,1,2,1,4,4
57017,4,5,2,3,1,4,3,3,2,3,2,2,4,2,6,2,3,1,2,2,4
57031,5,4,3,4,5,5,2,5,2,5,5,2,4,2,5,1,1,2,5,1,5
57035,1,5,1,3,2,2,6,1,4,2,1,2,3,1,4,3,2,1,1,4,3
57038,2,2,2,3,2,5,2,2,2,3,2,2,3,2,4,2,2,2,2,2,3
57050,1,4,2,3,2,4,5,3,3,2,2,2,5,3,5,3,3,2,2,4,4
57073,3,3,2,3,2,3,3,2,3,3,3,2,3,1,3,2,2,1,1,3,3
57074,3,5,2,3,1,4,4,3,5,3,3,3,3,3,2,6,3,3,3,3,4
57090,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,4,2
57129,4,6,1,3,1,4,3,1,1,2,4,3,77,2,5,2,2,2,2,2,3
57166,1,2,2,2,2,1,5,2,4,2,1,2,2,3,3,4,4,1,1,3,3
57169,3,5,2,2,2,3,3,3,4,3,2,3,4,2,5,2,2,1,1,1,3
57182,3,4,3,3,3,3,3,2,3,3,3,2,3,3,4,2,3,2,2,3,3
57232,3,4,1,3,1,4,1,2,2,3,2,2,4,1,5,2,3,1,3,3,3
57251,3,5,2,3,1,5,4,2,2,4,2,2,4,2,5,2,3,2,2,4,5
57261,5,4,1,4,1,4,3,3,2,3,3,4,4,1,5,3,4,1,3,4,4
57264,3,3,2,3,1,1,6,1,3,3,3,3,3,3,6,3,6,1,3,3,3
57285,2,6,2,3,2,2,5,2,4,2,1,2,2,2,5,2,4,2,2,2,2
57334,3,3,2,3,1,3,3,2,3,2,2,2,3,1,3,2,2,2,2,2,3
57348,2,3,1,1,1,2,4,2,1,2,2,3,2,4,1,2,2,4,2,1,1
57354,2,4,2,4,4,2,4,3,4,2,1,2,3,5,3,4,4,1,2,4,1
57360,1,3,1,1,1,3,1,1,3,2,1,1,1,1,3,1,1,1,1,1,2
57365,1,6,2,3,1,3,2,1,2,2,2,2,2,1,4,2,2,2,1,2,3
57367,2,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2
57387,2,4,1,4,1,2,1,2,3,1,3,2,3,1,2,2,3,1,1,1,2
57390,4,2,2,3,3,2,3,3,3,3,2,2,2,2,3,2,2,1,3,1,2
57396,3,3,1,1,1,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1,4
57400,1,1,4,1,1,2,5,2,2,1,1,1,1,1,4,1,1,1,1,2,3
57402,1,4,2,2,2,1,4,2,4,1,1,2,3,4,2,5,4,2,2,4,2
57406,3,3,4,2,2,3,3,2,4,3,2,3,4,2,4,3,3,2,3,4,3
57412,3,6,3,1,1,1,1,1,2,4,1,1,6,2,4,1,1,1,4,3,5
57417,3,4,1,1,1,2,1,1,3,3,1,1,3,1,4,1,1,1,1,1,3
57476,3,5,2,3,2,5,2,2,3,3,1,2,4,3,4,2,2,1,3,2,4
57492,5,6,2,2,3,5,5,4,1,3,2,1,3,5,3,3,4,1,3,4,3
57498,2,4,2,2,2,4,2,3,2,3,2,2,4,2,4,2,2,3,2,2,4
57509,3,5,1,2,2,5,2,3,2,3,1,1,3,2,5,2,3,1,2,1,4
57522,3,6,2,3,2,4,2,5,2,3,2,2,2,2,4,2,1,2,2,1,4
57554,3,5,2,2,6,2,6,2,4,3,1,2,3,5,1,5,2,1,3,3,2
57586,2,5,1,6,1,3,1,1,2,3,1,2,5,1,6,1,5,1,1,1,4
57589,6,6,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,3,1
57607,4,3,3,5,4,2,6,1,3,1,3,2,5,4,3,5,4,1,2,4,2
57640,3,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4
57661,4,4,2,4,1,4,3,2,3,3,3,2,4,2,5,2,3,1,2,2,2
57662,1,3,1,1,4,1,5,1,3,2,1,2,2,3,1,4,2,1,1,4,3
57678,3,2,2,2,2,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2
57682,2,5,1,3,2,4,4,2,2,2,1,2,3,2,5,2,4,2,1,4,4
57692,1,4,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,2,2
57726,2,4,1,3,1,4,4,1,2,4,1,1,3,2,6,1,3,1,2,2,4
57727,1,4,1,1,2,3,2,3,2,2,3,2,1,2,3,1,2,1,2,2,3
57737,4,5,1,1,1,3,2,1,1,4,2,1,5,1,6,1,1,1,1,1,5
57738,2,5,5,4,1,5,3,3,4,6,3,3,6,1,6,2,1,1,1,2,6
57773,4,5,2,3,2,3,3,2,2,2,2,2,2,2,5,2,2,2,2,2,3
57775,3,3,1,3,1,3,3,3,2,3,3,3,3,1,4,3,3,2,2,2,3
57784,5,3,1,3,3,5,4,3,3,3,2,3,3,3,2,3,3,2,3,2,3
57792,2,3,3,2,2,3,4,3,2,2,2,2,3,2,3,2,2,1,2,2,3
57918,3,3,3,2,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,3
57930,4,1,1,1,1,1,1,1,1,1,1,1,3,1,6,6,1,1,3,1,1
57947,2,3,2,2,3,3,2,1,3,2,1,3,2,2,3,3,2,2,2,2,3
57951,4,5,2,3,2,5,3,2,3,4,2,2,4,2,4,2,2,1,1,1,4
57955,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
57978,2,5,3,3,1,4,3,2,3,2,1,2,3,2,4,3,3,2,2,3,4
57992,2,6,3,1,1,3,1,2,1,1,2,1,4,3,6,1,1,1,1,4,1
57995,2,4,1,2,2,3,3,2,2,2,1,1,3,2,5,2,3,1,1,2,3
57999,1,4,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,3
58013,1,3,1,2,1,2,2,1,2,1,1,1,5,1,5,1,3,1,3,1,1
58021,4,3,2,3,1,4,2,1,1,3,3,3,3,1,4,2,3,1,2,2,3
58026,5,5,2,5,2,5,2,2,2,4,2,2,5,2,5,2,2,2,2,2,5
58064,4,5,2,4,2,4,2,2,2,3,2,2,4,2,2,2,2,2,2,2,3
58066,2,2,3,2,3,3,4,3,4,2,2,2,2,2,4,4,3,2,3,3,2
58092,6,3,5,4,1,6,6,6,2,6,3,2,3,2,6,2,2,1,1,1,3
58093,3,4,2,3,2,4,3,2,2,3,2,1,3,2,5,2,3,2,2,2,2
58125,4,4,2,4,1,4,2,3,2,3,3,3,5,1,5,3,3,1,1,1,4
58127,2,5,2,2,2,4,4,4,4,3,2,2,2,2,2,2,4,2,3,2,2
58132,1,5,1,3,2,2,4,1,4,1,1,3,3,1,2,4,3,1,1,4,2
58149,3,4,3,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3
58152,3,5,2,2,2,5,2,2,1,2,2,2,3,2,5,2,1,2,2,2,2
58153,4,6,1,1,1,2,4,1,4,1,1,1,4,1,1,1,1,1,2,1,1
58171,1,6,1,2,1,2,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1
58177,88,88,88,88,1,88,88,3,3,88,2,2,88,88,88,88,88,2,88,2,88
58187,5,5,6,5,2,2,2,2,4,2,1,2,2,3,4,2,2,2,2,2,2
58226,4,4,2,3,2,4,3,2,4,3,3,2,4,2,5,4,3,1,3,2,3
58238,1,5,1,2,2,5,4,2,2,2,1,2,4,2,5,2,3,1,1,1,3
58247,4,3,2,3,2,3,2,2,2,3,2,1,3,1,3,1,1,1,1,1,2
58262,1,5,1,2,2,4,6,3,3,5,2,1,4,5,6,3,4,2,1,3,4
58270,1,2,2,2,1,2,5,2,3,2,2,1,2,3,3,2,2,1,4,1,2
58293,3,4,2,4,2,5,2,4,4,3,1,3,2,2,5,4,4,2,2,3,6
58310,4,4,1,3,2,4,5,1,4,3,2,2,3,3,5,4,3,1,2,4,5
58317,3,2,2,2,2,3,2,4,4,3,1,3,3,3,3,2,3,3,3,2,3
58341,3,1,4,1,3,3,3,1,1,1,1,2,2,2,1,1,1,1,4,1,1
58346,1,4,1,1,1,2,2,2,1,2,1,2,2,2,3,2,2,2,1,3,3
58355,3,3,2,4,1,3,3,3,4,2,2,3,3,1,4,2,2,2,3,3,2
58369,4,4,1,2,2,2,3,2,3,2,2,2,3,3,3,1,1,2,3,2,2
58416,2,2,5,3,1,1,3,3,3,3,2,2,3,1,5,88,3,2,3,2,3
58417,2,4,1,2,3,2,4,1,2,3,3,2,5,4,2,3,4,1,2,3,2
58441,1,4,1,2,1,3,2,2,1,4,2,1,2,1,3,1,2,1,1,5,4
58444,2,3,1,1,1,2,4,3,2,1,1,1,2,2,2,1,1,1,1,1,2
58471,2,3,2,2,1,3,2,2,3,3,3,88,3,1,3,2,2,1,1,3,3
58476,3,4,3,3,4,4,4,3,5,3,3,3,5,3,5,3,5,2,3,2,4
58478,2,4,2,1,2,3,1,1,1,2,3,2,1,1,3,1,2,2,1,1,2
58486,2,5,1,3,2,5,2,2,4,3,1,3,3,2,4,3,3,1,1,2,3
58505,5,5,2,5,2,5,2,2,2,5,2,2,5,2,5,2,2,2,2,2,5
58506,3,4,2,2,1,3,2,2,2,3,3,3,2,1,4,2,2,1,1,1,3
58510,4,4,1,4,1,4,3,1,4,1,1,1,4,1,4,4,2,1,1,1,1
58523,3,3,2,3,2,4,3,2,3,3,2,3,3,2,4,2,3,2,2,3,3
58536,2,4,1,5,1,4,2,1,3,3,1,2,3,1,5,2,4,2,1,2,2
58551,2,6,1,3,1,4,2,2,1,1,1,1,2,1,6,6,2,1,2,1,1
58554,1,3,1,1,1,3,1,1,2,3,1,1,1,1,3,1,1,1,1,1,3
58587,2,6,1,2,2,5,5,1,1,2,1,2,3,2,5,2,2,1,1,1,5
58611,3,5,3,2,2,5,3,2,4,5,2,2,1,2,4,2,1,1,1,1,4
58624,1,6,1,5,1,1,6,1,6,1,1,1,4,1,1,6,5,1,1,3,1
58690,2,5,1,3,2,3,4,3,3,3,1,2,3,3,3,4,3,2,2,5,3
58702,3,4,3,2,2,3,3,3,3,2,1,3,3,3,4,3,2,1,3,6,2
58705,1,5,1,4,1,2,3,1,2,2,1,2,4,1,6,1,3,1,1,3,3
58708,2,6,3,1,1,2,1,1,1,1,1,2,4,1,1,1,1,2,1,2,1
58726,2,3,2,3,2,2,3,2,4,2,2,4,3,3,2,3,2,1,2,5,2
58730,3,1,6,5,5,4,1,1,3,5,1,1,4,3,6,3,6,1,1,6,5
58737,3,4,3,88,4,5,5,3,3,3,3,3,4,4,3,4,3,2,3,4,3
58757,3,6,3,1,1,3,1,1,1,5,1,2,4,1,6,1,1,1,1,1,1
58764,1,5,1,5,1,1,2,1,2,1,1,1,2,2,6,1,3,1,1,1,1
58767,2,2,2,3,2,3,2,2,5,2,3,2,2,2,4,2,2,2,2,2,2
58790,1,3,2,2,1,2,3,2,3,2,2,2,2,1,3,2,1,1,2,2,2
58802,3,4,1,2,2,4,4,2,2,3,1,1,3,2,5,2,3,1,1,1,2
58810,2,2,2,2,1,3,3,3,4,2,1,2,1,1,3,3,1,1,2,2,2
58854,2,4,2,3,2,5,3,2,3,3,2,2,5,2,5,2,2,2,2,2,3
58857,2,5,1,3,1,3,4,3,1,3,2,2,4,3,3,3,2,1,1,5,3
58858,1,3,2,2,1,1,2,2,4,1,1,3,3,3,2,1,1,1,1,3,1
58875,5,4,3,3,2,5,2,4,3,5,3,2,3,2,3,2,2,3,2,4,3
58916,3,4,1,2,1,3,1,1,3,3,1,1,2,1,3,1,1,1,1,1,3
58942,2,3,1,4,1,1,2,1,4,2,3,2,3,1,6,1,3,1,1,1,3
58946,3,2,5,3,4,3,5,4,3,3,6,2,3,3,4,2,4,2,4,4,3
58982,2,4,1,4,1,5,4,2,2,2,2,1,3,1,6,1,3,1,1,1,4
58987,2,2,2,2,1,2,4,1,4,3,1,2,2,1,2,3,3,1,1,1,3
59006,4,3,3,4,2,4,2,4,4,3,2,2,4,2,4,2,2,2,2,2,2
59010,3,6,2,2,1,4,2,1,1,2,2,1,2,1,4,1,1,1,1,1,2
59011,2,4,2,6,1,6,4,2,2,2,1,1,4,1,3,4,4,1,2,6,1
59037,1,3,2,1,1,1,1,2,2,4,3,2,1,2,5,1,2,1,2,4,5
59128,3,3,2,2,2,3,4,2,88,2,2,88,2,1,3,4,2,1,3,3,3
59134,3,4,1,3,1,4,1,2,1,4,3,3,4,1,5,1,2,1,1,1,4
59148,1,5,2,2,2,2,4,1,1,2,2,1,4,4,3,1,1,1,2,2,4
59166,2,4,2,3,2,4,4,2,2,3,2,1,4,3,5,2,3,1,2,2,3
59200,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,2,2,3
59218,1,2,2,2,2,1,3,3,3,2,1,1,2,2,2,4,3,1,1,3,2
59224,1,4,1,3,1,1,1,1,5,1,1,3,2,2,5,2,3,1,1,2,6
59228,2,4,3,2,1,3,2,5,4,2,4,2,3,4,2,2,3,1,2,4,2
59270,4,4,1,4,1,4,2,4,3,4,1,3,4,1,5,1,3,1,1,1,3
59274,3,4,2,3,3,3,3,2,2,3,3,2,4,3,4,2,3,3,2,3,3
59287,6,6,2,1,1,5,1,1,2,2,1,2,1,1,6,1,1,1,3,1,2
59353,3,4,1,2,3,3,4,2,3,3,1,2,3,4,3,3,1,2,3,4,5
59357,2,3,1,2,1,5,3,2,5,2,1,2,2,1,4,2,1,2,1,4,1
59402,2,4,2,1,3,2,2,3,3,2,1,2,1,2,3,2,1,1,1,3,3
59405,4,4,2,2,1,3,3,3,3,3,2,3,3,1,4,2,2,1,2,3,3
59415,2,6,1,3,3,5,3,3,5,3,2,2,4,4,3,3,3,2,1,5,3
59417,1,5,2,2,2,4,3,2,2,4,4,2,4,2,5,1,3,1,3,1,4
59430,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
59434,2,3,3,3,1,4,3,2,1,3,3,2,2,3,4,1,1,1,2,2,3
59435,2,5,2,2,2,5,5,2,2,3,1,2,3,3,5,2,2,2,2,2,4
59448,2,4,1,3,2,3,3,1,3,4,2,3,2,1,4,1,2,1,1,1,4
59503,4,4,2,3,2,4,4,3,3,2,1,3,3,2,4,2,3,1,1,4,4
59519,2,3,2,2,1,3,2,3,4,1,1,2,2,1,3,2,2,2,5,4,3
59522,3,3,2,3,2,4,3,3,2,2,2,3,3,2,3,2,2,1,2,3,3
59537,4,3,2,3,1,3,3,2,3,3,2,4,2,1,5,3,3,1,2,2,3
59591,1,6,1,3,2,1,6,2,3,2,1,3,5,1,1,3,2,2,3,6,3
59603,1,3,1,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,2
59605,4,5,2,5,2,4,4,3,3,3,1,2,4,3,5,3,4,2,3,2,4
59634,2,5,1,4,3,1,5,1,4,2,1,1,5,6,3,5,4,1,2,5,3
59646,3,4,1,3,1,3,2,1,3,4,1,1,3,1,4,1,1,1,1,1,4
59656,3,4,1,4,1,5,4,2,3,2,2,1,2,2,4,2,4,2,2,3,2
59701,2,3,2,2,2,2,3,3,4,2,2,3,3,2,3,3,3,2,2,3,3
59727,2,5,1,2,1,3,5,1,4,2,1,2,5,1,5,2,2,1,1,2,6
59741,2,5,1,3,1,2,1,1,2,1,1,2,4,1,5,2,1,2,1,1,1
59745,3,4,2,3,2,4,4,3,4,2,2,2,3,2,4,4,4,2,2,3,2
59753,3,3,5,4,5,5,4,3,2,4,2,1,3,1,5,2,2,1,1,1,3
59754,2,3,1,4,2,3,5,2,3,3,1,1,2,3,3,4,3,1,1,4,4
59755,2,4,2,3,3,2,4,2,4,3,2,2,3,3,3,2,3,2,2,3,3
59775,3,4,1,4,2,5,1,4,2,3,3,1,5,1,4,3,1,1,1,1,4
59787,3,4,2,3,3,3,3,2,3,3,3,2,3,3,4,3,3,3,3,3,4
59803,2,4,1,3,1,4,3,1,3,2,1,1,4,2,5,1,2,2,2,3,4
59866,5,5,1,4,4,4,3,1,3,1,1,1,3,1,5,1,1,1,1,1,2
59903,2,3,3,4,1,3,5,2,3,3,1,3,5,3,4,4,3,1,2,3,3
59916,3,5,2,4,2,5,3,2,2,2,2,2,4,2,5,2,3,2,3,3,3
59935,88,88,2,88,88,2,88,88,88,88,1,88,3,88,88,88,88,88,1,3,1
59959,3,6,2,3,2,2,5,2,3,3,2,2,5,2,4,2,3,1,2,4,5
59969,2,3,2,3,1,3,2,2,3,3,3,3,3,1,3,3,2,2,2,3,3
59994,2,5,1,2,2,3,3,2,4,2,1,1,3,4,3,1,1,1,2,1,3
59999,1,3,2,1,2,2,1,3,3,1,1,3,1,2,2,1,1,2,3,1,2
60000,4,6,2,1,1,3,1,2,1,4,1,1,5,1,6,1,1,1,1,2,6
60008,2,6,1,3,1,2,3,1,2,2,2,2,3,1,2,1,2,1,1,4,3
60017,1,1,1,1,1,1,4,1,6,1,1,1,2,1,1,1,1,1,1,1,1
60030,3,2,2,2,2,2,1,2,5,1,1,1,2,2,6,2,6,1,2,6,6
60036,2,6,2,1,4,6,5,2,3,2,1,1,1,3,6,1,6,1,3,1,6
